video_id,angry,disgust,fear,happy,sad,surprise,neutral
1XNn4FQ-aVY,0,0,0,0,0,0,0
1xPw0g-sqcA,0,0,0,0,1,0,0
1XTGVkWwJqQ,0,0,0,0,0,0,0
1x_9LEZlZjE,0,0,1,0,1,0,0
1y15H1-02No,1,0,0,0,0,0,0
1Y8BCWEIgck,0,0,0,1,0,0,0
1yAawyn81uo,0,0,0,0,0,0,0
1YehSgdn32U,4,0,1,0,2,0,3
1YgsgZ8OyME,0,0,0,1,0,0,0
1yKvwOydZFw,0,0,0,0,0,0,0
1yN6wsAByCE,0,0,0,0,1,0,0
1yP-viSLgsI,0,0,0,0,0,0,1
1YTjTwJLAPQ,0,0,0,0,0,0,1
1ZCF8ngqeA8,0,0,0,0,0,0,0
1Zlb6mIEW78,0,0,0,0,0,0,0
1Zry1BxEJF0,0,0,0,0,0,0,0
1ZuN_qucYE0,1,0,0,1,0,0,0
1Zxma3b1BP0,1,0,0,0,0,0,0
1zXOcXnD8XU,0,0,0,0,0,0,0
1_6APlOR_jg,1,0,0,0,0,0,0
1_a-l4a-qgw,0,0,0,0,0,0,0
1_glHa8F7fA,0,0,0,2,1,0,0
1_jU9_IH6ug,0,0,0,0,1,0,0
1_z6fWZM7Fg,0,0,0,0,0,0,0
2-4H6rygFM8,1,0,0,0,0,0,0
2-bTbRjqjoE,1,0,0,1,0,0,0
2-YeQUrX5M4,0,0,0,1,0,0,0
207X6DTY4LY,0,0,0,0,0,0,0
20adDr7Felw,0,0,0,0,1,0,0
20PdqCtw7PY,0,0,0,0,0,0,0
20q1e5lIF6A,0,0,0,0,0,0,1
21tNoqaX5R4,0,0,0,0,0,0,1
22I2osdlHPs,1,0,0,0,0,0,0
22O7uNV_UJ0,0,0,0,0,0,0,1
22phmU1dEkE,0,0,0,1,0,1,0
22QKbw_c_yM,0,0,0,0,1,0,0
232PzAWfjKg,0,0,0,1,0,0,0
234Y76_3YPE,0,0,0,0,0,0,1
23y_1BDfqDk,0,0,0,0,0,0,0
24001CxO1IY,0,0,0,0,2,0,1
24aOfdQx8kA,0,0,0,0,0,0,0
24zL7BUeZlw,0,0,0,1,0,0,0
25dc6hHjVxM,1,0,0,0,2,0,0
25UV6LrQZTc,0,0,1,0,0,0,1
25wCu4HPX2o,0,0,0,0,4,0,0
26FDHNeWTvw,0,0,0,0,0,0,0
27eWdPoutjo,1,0,0,0,0,0,0
27GH-jfyrfE,0,0,0,0,0,0,1
27ni9HKw2zY,0,0,0,1,0,0,0
28cF8kglsok,0,0,0,0,0,0,1
28Ja3YV-W2U,0,0,0,0,1,0,0
28qQTzrp_QQ,0,0,0,0,0,1,1
28sTZge1Lyo,0,0,0,0,0,0,0
29X6asPHXD0,0,0,0,1,0,0,0
2a3iKITkcog,1,0,0,0,0,0,0
